title,release_date,genre,imdb_rating,casts,movie_id
no one lives,2013,"Horror,Thriller",6.0,"Luke Evans,Gary Grubbs,Adelaide Clemens",5072
alice in wonderland,1999,"Family,Fantasy,Adventure",6.4,"Mia Wasikowska,Johnny Depp,Helena Bonham Carter",5073
the big sleep,1946,"Crime,Mystery,Thriller",7.9,"Humphrey Bogart,Lauren Bacall,John Ridgely",5074
troll hunter,2010,"Fantasy,Horror",7.0,"Otto Jespersen,Robert Stoltenberg,Knut Nærum",5075
laggies,2014,"Comedy,Romance,Drama",6.4,"Keira Knightley,Chloë Grace Moretz,Sam Rockwell",5076
zardoz,1974,"Fantasy,Action,Thriller,Science Fiction",5.9,"Sean Connery,Charlotte Rampling,Sara Kestelman",5077
curly sue,1991,"Comedy,Drama,Family,Romance",5.9,"Jim Belushi,Kelly Lynch,Alisan Porter",5078
hot summer nights,2018,"Drama,Comedy",6.4,"Timothée Chalamet,Maika Monroe,Alex Roe",5079
universal soldier regeneration,2009,"Adventure,Action,Science Fiction,Thriller",5.2,"Dolph Lundgren,Jean-Claude Van Damme,Andrei Arlovski",5080
john tucker must die,2006,"Comedy,Romance",5.8,"Jesse Metcalfe,Ashanti,Arielle Kebbel",5081
the flowers of war,2011,"Drama,History,War",7.6,"Christian Bale,Ni Ni,Xinyi Zhang",5082
murder at 1600,1997,"Action,Drama,Mystery,Thriller,Crime",6.1,"Wesley Snipes,Diane Lane,Daniel Benzali",5083
in the name of the father,1993,Drama,8.1,"Daniel Day-Lewis,Pete Postlethwaite,Alison Crosbie",5084
horrible histories the movie rotten romans,2019,"Comedy,Family",5.2,"Sebastian Croft,Emilia Jones,Nick Frost",5085
rock the kasbah,2015,"Comedy,Music,War",5.5,"Bill Murray,Leem Lubany,Zooey Deschanel",5086
kill the irishman,2011,"Action,Crime,Thriller,Drama",7.1,"Ray Stevenson,Christopher Walken,Vincent D'Onofrio",5087
furry vengeance,2010,"Comedy,Family",3.8,"Brendan Fraser,Brooke Shields,Ricky Garcia",5088
midway,1976,"War,History,Action,Drama",6.7,"Ed Skrein,Patrick Wilson,Woody Harrelson",5089
the hunter,2011,"Drama,Thriller,Adventure",6.7,"Willem Dafoe,Sam Neill,Morgan Davies",5090
emmanuelle,1974,"Drama,Romance",5.3,"Sylvia Kristel,Alain Cuny,Marika Green",5091
the brass teapot,2012,"Comedy,Fantasy,Thriller",6.4,"Juno Temple,Michael Angarano,Alexis Bledel",5092
the cranes are flying,1957,"Drama,Romance,War",8.3,"Tatyana Samoylova,Aleksey Batalov,Vasiliy Merkurev",5093
the human centipede 3 final sequence,2015,Horror,2.7,"Dieter Laser,Laurence R. Harvey,Eric Roberts",5094
the babysitters,2007,Drama,5.6,"Lauren Birkell,Paul Borghese,Chira Cassel",5095
the breed,2006,"Thriller,Horror",5.1,"Michelle Rodriguez,Oliver Hudson,Taryn Manning",5096
sightseers,2012,"Adventure,Comedy,Crime",6.5,"Alice Lowe,Kenneth Hadley,Steve Oram",5097
in the cut,2003,"Mystery,Thriller,Drama",5.3,"Meg Ryan,Mark Ruffalo,Jennifer Jason Leigh",5098
windtalkers,2002,"Drama,Action,History,War",6.1,"Nicolas Cage,Adam Beach,Peter Stormare",5099
the kill team,2019,"Drama,Action,Thriller",5.9,"Nat Wolff,Alexander Skarsgård,Adam Long",5100
free willy,1993,"Family,Adventure,Drama",6.0,"Jason James Richter,Lori Petty,Michael Madsen",5101
firestarter,1984,"Thriller,Science Fiction",6.1,"Drew Barrymore,David Keith,Freddie Jones",5102
v h s viral,2014,"Horror,Thriller",4.2,"Patrick Lawrie,Emilia Ares,Celia K. Milius",5103
beauty the briefcase,2010,"Romance,Comedy",5.5,"Hilary Duff,Chris Carmack,Michael McMillian",5104
crouching tiger hidden dragon sword of destiny,2016,"Action,Adventure,Drama",6.1,"Donnie Yen,Michelle Yeoh,Harry Shum Jr.",5105
runaway train,1985,"Action,Thriller",7.2,"Jon Voight,Eric Roberts,Rebecca De Mornay",5106
oscar,1967,Comedy,6.5,"Sylvester Stallone,Ornella Muti,Peter Riegert",5107
the shiny shrimps,2019,Comedy,6.4,"Nicolas Gob,Alban Lenoir,Michaël Abiteboul",5108
boogeyman,2005,"Thriller,Horror,Drama,Mystery",4.2,"Barry Watson,Emily Deschanel,Lucy Lawless",5109
buzz lightyear of star command the adventure begins,2000,"Animation,Family,Comedy,Science Fiction,Adventure",6.2,"Tim Allen,Nicole Sullivan,Larry Miller",5110
jagged edge,1985,Thriller,6.5,"Jeff Bridges,Glenn Close,Peter Coyote",5111
the other woman,2014,"Comedy,Romance",6.0,"Cameron Diaz,Leslie Mann,Kate Upton",5112
bajrangi bhaijaan,2015,"Action,Comedy,Drama",8.0,"Salman Khan,Harshaali Malhotra,Nawazuddin Siddiqui",5113
planes fire rescue,2014,"Animation,Comedy,Adventure,Family",6.0,"Dane Cook,Ed Harris,Julie Bowen",5114
secretary,2002,"Comedy,Drama,Romance",7.0,"James Spader,Maggie Gyllenhaal,Jeremy Davies",5115
bound by honor,1993,"Action,Crime,Drama,Thriller",8.0,"Damian Chapa,Jesse Borrego,Benjamin Bratt",5116
creep,2004,"Horror,Thriller",6.3,Patrick Brice,5117
the wing or the thigh,1976,Comedy,7.2,"Louis de Funès,Coluche,Ann Zacharias",5118
the skeleton twins,2014,Drama,6.8,"Kristen Wiig,Bill Hader,Luke Wilson",5119
the adventures of rocky bullwinkle,2000,"Adventure,Animation,Comedy,Family,Fantasy",4.1,"Robert De Niro,Rene Russo,Piper Perabo",5120
an american in paris,1951,"Comedy,Drama,Music,Romance",7.2,"Gene Kelly,Leslie Caron,Oscar Levant",5121
brief encounter,1945,"Drama,Romance",8.0,"Celia Johnson,Trevor Howard,Stanley Holloway",5122
bug,2006,"Drama,Horror,Thriller",6.1,"Ashley Judd,Michael Shannon,Harry Connick Jr.",5123
st trinian s,2007,"Comedy,Family,Science Fiction",5.8,"Talulah Riley,Rupert Everett,Gemma Arterton",5124
mighty morphin power rangers the movie,1995,"Action,Adventure,Science Fiction,Family,Fantasy",5.2,"Karan Ashley,Johnny Yong Bosch,Steve Cardenas",5125
21 grams,2003,"Drama,Crime,Thriller",7.7,"Sean Penn,Benicio Del Toro,Naomi Watts",5126
security,2017,"Action,Thriller,Crime",5.7,"Antonio Banderas,Ben Kingsley,Liam McIntyre",5127
brotherhood,2019,"Drama,Action,Thriller",6.4,"Trevor Morgan,Lou Taylor Pucci,Arlen Escarpeta",5128
bring it on worldwide cheersmack,2017,"Comedy,Romance",4.2,"Stephan Benson,Kai Luke Brummer,Sophie de Bruyn",5129
ingrid goes west,2017,"Drama,Comedy",6.6,"Aubrey Plaza,Elizabeth Olsen,O'Shea Jackson Jr.",5130
barbie in the pink shoes,2013,"Animation,Family",5.6,"Kelly Sheridan,Katie Crown,Ali Liebert",5131
lovelace,2013,Drama,6.2,"Amanda Seyfried,Peter Sarsgaard,Sharon Stone",5132
the party,2017,"Comedy,Drama",6.6,"Timothy Spall,Kristin Scott Thomas,Patricia Clarkson",5133
woman in gold,2015,Drama,7.3,"Helen Mirren,Ryan Reynolds,Daniel Brühl",5134
friends with kids,2012,"Comedy,Romance",6.1,"Jennifer Westfeldt,Adam Scott,Maya Rudolph",5135
time trap,2017,"Adventure,Science Fiction",6.5,"Andrew Wilson,Cassidy Gifford,Brianne Howey",5136
sorry if i call you love,2014,"Drama,Romance",6.6,"Paloma Bloyd,Daniele Liotti,Irene Montalà",5137
kung fury,2015,"Action,Comedy,Science Fiction,Fantasy",8.0,"David Sandberg,Jorma Taccone,Steven Chew",5138
the librarian return to king solomon s mines,2006,"Fantasy,Action,Adventure",6.3,"Noah Wyle,Gabrielle Anwar,Bob Newhart",5139
turistas,2006,"Horror,Thriller",5.4,"Josh Duhamel,Melissa George,Olivia Wilde",5140
pathology,2008,"Crime,Horror,Thriller",6.0,"Alyssa Milano,Milo Ventimiglia,Keir O'Donnell",5141
bahubali the beginning,2015,"Action,Drama",8.1,"Prabhas,Rana Daggubati,Ramya Krishnan",5142
the four feathers,2002,"War,Adventure,Drama,Romance",6.5,"Heath Ledger,Wes Bentley,Kate Hudson",5143
p s i love you,2007,"Drama,Romance",7.0,"Hilary Swank,Gerard Butler,Harry Connick Jr.",5144
lupin the third vs detective conan,2009,"Action,Animation,Comedy,Crime,TV Movie",6.8,"Kan'ichi Kurita,Minami Takayama,Kiyoshi Kobayashi",5145
snake in the eagle s shadow,1978,"Action,Comedy",7.4,"Jackie Chan,Siu Tin Yuen,Jung-Lee Hwang",5146
no man s land,2001,"Drama,Action,History",7.9,"Branko Djuric,Rene Bitorajac,Filip Sovagovic",5147
blood simple,1984,"Crime,Drama,Thriller",7.6,"John Getz,Frances McDormand,Dan Hedaya",5148
the majestic,2001,"Drama,Romance,Comedy",6.9,"Jim Carrey,Martin Landau,Bob Balaban",5149
drinking buddies,2013,"Romance,Drama",6.1,"Olivia Wilde,Jake Johnson,Anna Kendrick",5150
pooh s heffalump movie,2005,"Animation,Family,Comedy,Fantasy",6.4,"Jim Cummings,Brenda Blethyn,Kyle Stanger",5151
marnie,1964,"Mystery,Thriller",7.2,"Tippi Hedren,Sean Connery,Martin Gabel",5152
criminal activities,2015,"Thriller,Crime,Drama",5.8,"Michael Pitt,Dan Stevens,Christopher Abbott",5153
duplicity,2009,"Romance,Comedy,Crime",6.1,"Julia Roberts,Clive Owen,Tom Wilkinson",5154
harlem nights,1989,"Comedy,Crime,Drama",6.1,"Eddie Murphy,Richard Pryor,Redd Foxx",5155
the patriot,1998,"Drama,History,War,Action",7.2,"Mel Gibson,Heath Ledger,Joely Richardson",5156
kung fu league,2018,"Action,Comedy",5.0,"Ashin,Danny Kwok-Kwan Chan,Jay Chou",5157
the natural,1984,Drama,7.5,"Robert Redford,Robert Duvall,Glenn Close",5158
white oleander,2002,Drama,7.1,"Michelle Pfeiffer,Renée Zellweger,Robin Wright",5159
frenzy,1972,"Crime,Thriller,Horror",7.4,"Jon Finch,Barry Foster,Barbara Leigh-Hunt",5160
matthias maxime,2019,Drama,6.8,"Harris Dickinson,Xavier Dolan,Anne Dorval",5161
mutiny on the bounty,1962,"Adventure,Drama,History",7.3,"Marlon Brando,Trevor Howard,Richard Harris",5162
strange magic,2015,"Music,Animation,Family,Fantasy",5.8,"Evan Rachel Wood,Elijah Kelley,Kristin Chenoweth",5163
everybody s fine,2009,Drama,7.1,"Robert De Niro,Kate Beckinsale,Sam Rockwell",5164
illang the wolf brigade,2018,"Science Fiction,Action,Thriller,Drama",6.0,"Dong-Won Gang,Hyo-joo Han,Woo-sung Jung",5165
country strong,2010,"Drama,Romance,Music",6.3,"Garrett Hedlund,Gwyneth Paltrow,Leighton Meester",5166
zeitgeist,2007,"Documentary,History",8.1,"Chogyam Trungpa,Jordan Maxwell,George Carlin",5167
cypher,2002,"Thriller,Science Fiction,Mystery",6.8,"Jeremy Northam,Lucy Liu,Nigel Bennett",5168
the man with the iron heart,2017,"War,Action,History,Thriller",6.4,"Jason Clarke,Rosamund Pike,Jack O'Connell",5169
the killer inside me,2010,"Crime,Drama,Thriller",6.1,"Casey Affleck,Kate Hudson,Jessica Alba",5170
one wild moment,2015,"Comedy,Drama,Romance",6.3,"Vincent Cassel,François Cluzet,Lola Le Lann",5171
forces of nature,1999,"Romance,Comedy",5.4,"Sandra Bullock,Ben Affleck,Maura Tierney",5172
them,1954,"Science Fiction,Horror",7.2,"James Whitmore,Edmund Gwenn,Joan Weldon",5173
just getting started,2017,"Action,Comedy",4.5,"Morgan Freeman,Tommy Lee Jones,Rene Russo",5174
where to invade next,2015,Documentary,7.5,"Michael Moore,Johnny Fancelli,Christina Fancelli",5175
gossip,2000,"Drama,Mystery,Thriller",5.9,"James Marsden,Lena Headey,Norman Reedus",5176
true history of the kelly gang,2020,"Drama,Crime",6.1,"George MacKay,Essie Davis,Nicholas Hoult",5177
the last exorcism,2010,"Horror,Drama,Thriller",5.6,"Patrick Fabian,Ashley Bell,Iris Bahr",5178
this boy s life,1993,Drama,7.3,"Robert De Niro,Leonardo DiCaprio,Ellen Barkin",5179
the quiet american,2002,"Romance,Thriller",7.0,"Michael Caine,Brendan Fraser,Thi Hai Yen Do",5180
my perfect romance,2018,Romance,4.6,"Lauren Holly,Morgan Fairchild,Jodie Sweetin",5181
precious cargo,2016,"Action,Crime,Thriller",4.6,"Bruce Willis,Mark-Paul Gosselaar,Claire Forlani",5182
stagecoach,1939,"Adventure,Drama,Western",7.9,"John Wayne,Claire Trevor,Andy Devine",5183
a cinderella story once upon a song,2011,"Comedy,Family,Romance",6.0,"Lucy Hale,Freddie Stroma,Missi Pyle",5184
justice league the new frontier,2008,"Action,Adventure,Animation,Science Fiction,Family",7.0,"David Boreanaz,Miguel Ferrer,Neil Patrick Harris",5185
the night comes for us,2018,"Action,Thriller,Crime",7.0,"Iko Uwais,Joe Taslim,Julie Estelle",5186
underworld evolution,2006,"Fantasy,Action,Science Fiction,Thriller",6.7,"Kate Beckinsale,Scott Speedman,Bill Nighy",5187
the lake house,2006,"Romance,Drama,Mystery",6.8,"Keanu Reeves,Sandra Bullock,Christopher Plummer",5188
banana split,2018,Comedy,6.1,"Hannah Marks,Liana Liberato,Dylan Sprouse",5189
fired up,2009,Comedy,6.1,"Eric Christian Olsen,Nicholas D'Agosto,Sarah Roemer",5190
duplex,2003,Comedy,5.9,"Ben Stiller,Drew Barrymore,Eileen Essell",5191
piranhas,2019,"Drama,Crime",6.3,"Francesco Di Napoli,Viviana Aprea,Mattia Piano Del Balzo",5192
shadow,2018,"Adventure,Fantasy,Action,Thriller,Science Fiction",6.1,"Alec Baldwin,John Lone,Penelope Ann Miller",5193
ducktales the movie treasure of the lost lamp,1990,"Adventure,Animation,Family,Comedy,Fantasy",6.9,"Alan Young,Christopher Lloyd,Terence McGovern",5194
turbulence,1997,"Action,Thriller,Crime",4.9,"Ray Liotta,Lauren Holly,Brendan Gleeson",5195
detective conan the last wizard of the century,1999,"Animation,Thriller",7.5,"Minami Takayama,Wakana Yamazaki,Akira Kamiya",5196
harley davidson and the marlboro man,1991,"Action,Thriller",6.2,"Mickey Rourke,Don Johnson,Chelsea Field",5197
the crimson rivers,2000,"Crime,Mystery,Thriller",6.9,"Jean Reno,Vincent Cassel,Nadia Farès",5198
herbie rides again,1974,"Romance,Comedy,Family,Fantasy",5.7,"Helen Hayes,Ken Berry,Stefanie Powers",5199
flatliners,1990,"Drama,Horror,Thriller",5.2,"Ellen Page,Diego Luna,Nina Dobrev",5200
absolute power,1997,Crime,6.7,"Clint Eastwood,Gene Hackman,Ed Harris",5201
the cotton club,1984,"Drama,Crime,Romance",6.5,"Richard Gere,Gregory Hines,Diane Lane",5202
storm boy,2019,"Drama,Adventure",6.9,"Finn Little,Jai Courtney,Geoffrey Rush",5203
the burning plain,2008,"Drama,Romance",6.8,"Charlize Theron,John Corbett,José María Yazpik",5204
love at second sight,2019,"Comedy,Drama,Romance,Fantasy",7.0,"François Civil,Joséphine Japy,Benjamin Lavernhe",5205
the front runner,2018,"Drama,History",6.1,"Hugh Jackman,Vera Farmiga,J.K. Simmons",5206
spectral,2016,"Thriller,Action,Science Fiction",6.3,"James Badge Dale,Emily Mortimer,Bruce Greenwood",5207
omen iii the final conflict,1981,Horror,5.6,"Sam Neill,Rossano Brazzi,Don Gordon",5208
boyz n the hood,1991,Drama,7.7,"Cuba Gooding Jr.,Laurence Fishburne,Hudhail Al-Amir",5209
miracle in cell no 7,2019,"Drama,Comedy",7.5,"Aga Muhlach,Bela Padilla,Xia Vigor",5210
the best of enemies,2019,"Drama,History",7.1,"Taraji P. Henson,Sam Rockwell,Babou Ceesay",5211
hot rod,2007,"Action,Comedy",6.7,"Andy Samberg,Isla Fisher,Ian McShane",5212
king of california,2007,"Comedy,Drama",6.6,"Michael Douglas,Evan Rachel Wood,Willis Burks II",5213
the lodge,2019,"Drama,Horror,Thriller",6.0,"Riley Keough,Jaeden Martell,Lia McHugh",5214
toy story that time forgot,2014,"Animation,Family,TV Movie,Adventure,Comedy,Fantasy",7.2,"Tom Hanks,Tim Allen,Kristen Schaal",5215
all about my mother,1999,"Comedy,Drama",7.8,"Cecilia Roth,Marisa Paredes,Candela Peña",5216
the twilight samurai,2002,"Action,Drama,Romance",8.1,"Hiroyuki Sanada,Rie Miyazawa,Nenji Kobayashi",5217
grease live,2016,"TV Movie,Music",7.3,"Julianne Hough,Aaron Tveit,Vanessa Hudgens",5218
tammy,2014,Comedy,4.9,"Melissa McCarthy,Susan Sarandon,Kathy Bates",5219
lord of the flies,1990,"Adventure,Drama,Thriller",6.4,"Balthazar Getty,Chris Furrh,Danuel Pipoly",5220
disconnect,2012,"Drama,Thriller",7.5,"Jason Bateman,Jonah Bobo,Haley Ramm",5221
asterix vs caesar,1985,"Comedy,Animation,Family,Adventure",6.8,"Roger Carel,Pierre Tornade,Pierre Mondy",5222
naked,2017,Comedy,5.4,"Marlon Wayans,Regina Hall,Dennis Haysbert",5223
feast of love,2007,"Drama,Romance",6.6,"Morgan Freeman,Radha Mitchell,Alexa Davalos",5224
open season 3,2010,"Adventure,Animation,Family,Comedy",5.1,"Matthew J. Munn,Nika Futterman,Maddie Taylor",5225
starstruck,2010,"Comedy,Romance,TV Movie,Music",6.1,"Sterling Knight,Danielle Campbell,Maggie Castle",5226
mean machine,2001,"Comedy,Drama",6.5,"Vinnie Jones,David Kelly,David Hemmings",5227
only you,1994,"Comedy,Romance",6.5,"Marisa Tomei,Robert Downey Jr.,Bonnie Hunt",5228
jeepers creepers,2001,"Horror,Thriller",6.2,"Gina Philips,Justin Long,Jonathan Breck",5229
gifted hands the ben carson story,2009,Drama,7.7,"Cuba Gooding Jr.,Kimberly Elise,Aunjanue Ellis",5230
the women,2008,"Family,Comedy,Drama,Romance",5.0,"Meg Ryan,Eva Mendes,Annette Bening",5231
an american girl mckenna shoots for the stars,2012,"Drama,Family",5.9,"Jade Pettyjohn,Kerris Dorsey,Nia Vardalos",5232
universal soldier the return,1999,"Action,Science Fiction",4.2,"Jean-Claude Van Damme,Bill Goldberg,Heidi Schanz",5233
smokey and the bandit,1977,"Action,Adventure,Comedy",7.0,"Burt Reynolds,Sally Field,Jerry Reed",5234
fading gigolo,2013,Comedy,6.2,"John Turturro,Woody Allen,Sharon Stone",5235
stuck on you,2003,Comedy,5.7,"Matt Damon,Greg Kinnear,Eva Mendes",5236
eloise,2017,"Horror,Mystery,Thriller",4.6,"Chace Crawford,Eliza Dushku,Brandon T. Jackson",5237
once upon a time in china ii,1992,"Action,Comedy",7.4,"Jet Li,Rosamund Kwan,Siu Chung Mok",5238
the sweeney,2012,"Action,Crime",6.1,"Ray Winstone,Plan B,Hayley Atwell",5239
the benchwarmers,2006,Comedy,5.5,"David Spade,Jon Heder,Rob Schneider",5240
crossing over,2009,"Crime,Drama",6.7,"Harrison Ford,Ashley Judd,Ray Liotta",5241
appaloosa,2008,"Drama,Western,Crime",6.7,"Ed Harris,Viggo Mortensen,Renée Zellweger",5242
sweet and lowdown,1999,"Comedy,Drama,Music",7.2,"Sean Penn,Samantha Morton,Woody Allen",5243
spy hard,1996,"Action,Comedy",5.4,"Leslie Nielsen,Nicollette Sheridan,Charles Durning",5244
kal ho naa ho,2003,"Comedy,Drama",8.0,"Preity Zinta,Shah Rukh Khan,Saif Ali Khan",5245
the chumscrubber,2005,"Comedy,Drama",6.9,"Jamie Bell,Allison Janney,Rory Culkin",5246
shottas,2002,"Action,Adventure,Crime,Drama",6.2,"Ky-Mani Marley,Spragga Benz,Louie Rankin",5247
spl kill zone,2005,"Action,Crime,Drama,Thriller",7.0,"Donnie Yen,Simon Yam,Sammo Kam-Bo Hung",5248
k 12,2019,"Music,Horror,Fantasy",6.3,"Melanie Martinez,Emma Harvey,Megan Gage",5249
the little stranger,2018,"Mystery,Drama,Horror",5.5,"Domhnall Gleeson,Will Poulter,Ruth Wilson",5250
fever pitch,2005,"Comedy,Drama,Romance",6.2,"Drew Barrymore,Jimmy Fallon,Jason Spevack",5251
the taking of pelham one two three,1974,"Action,Crime,Thriller",7.7,"Walter Matthau,Robert Shaw,Martin Balsam",5252
the 9th life of louis drax,2016,"Fantasy,Mystery,Thriller,Drama",6.3,"Jamie Dornan,Aiden Longworth,Sarah Gadon",5253
the pyramid,2014,Horror,4.6,"Ashley Hinshaw,James Buckley,Denis O'Hare",5254
wonder woman bloodlines,2019,"Animation,Action,Fantasy",5.8,"Rosario Dawson,Jeffrey Donovan,Marie Avgeropoulos",5255
crimson peak,2015,"Drama,Fantasy,Horror,Mystery,Romance,Thriller",6.5,"Mia Wasikowska,Jessica Chastain,Tom Hiddleston",5256
the messengers,2007,"Mystery,Thriller,Horror",5.4,"Dylan McDermott,Penelope Ann Miller,Kristen Stewart",5257
alpha and omega,2010,"Animation,Family,Comedy,Adventure,Romance",5.2,"Hayden Panettiere,Christina Ricci,Justin Long",5258
borderland,2007,"Crime,Horror,Thriller",5.7,"Brian Presley,Jake Muxworthy,Rider Strong",5259
crayon shin chan honeymoon hurricane the lost hiroshi,2019,"Animation,Adventure,Action,Family",5.7,"Yumiko Kobayashi,Toshiyuki Morikawa",5260
the duel,2016,"Western,Drama",5.8,"Woody Harrelson,Liam Hemsworth,Alice Braga",5261
the discovery,2017,"Drama,Romance,Science Fiction,Thriller,Mystery",6.3,"Robert Redford,Mary Steenburgen,Brian McCarthy",5262
tell me who i am,2019,"Documentary,Drama,Mystery",7.6,"Andrew Caley,Alex Lewis,Marcus Lewis",5263
bleach,2018,"Action,Fantasy,Adventure",6.4,"Sôta Fukushi,Hana Sugisaki,Ryô Yoshizawa",5264
harvey,1950,Comedy,7.9,"James Stewart,Wallace Ford,William H. Lynn",5265
everything is illuminated,2005,"Comedy,Drama",7.4,"Elijah Wood,Eugene Hutz,Boris Lyoskin",5266
the time machine,1960,"Thriller,Adventure,Fantasy,Science Fiction,Romance",7.6,"Rod Taylor,Alan Young,Yvette Mimieux",5267
the last days on mars,2013,"Science Fiction,Thriller,Horror",5.5,"Liev Schreiber,Elias Koteas,Romola Garai",5268
the normal heart,2014,Drama,7.9,"Mark Ruffalo,Jonathan Groff,Frank De Julio",5269
operation petticoat,1959,"Action,Comedy,Romance",7.3,"Cary Grant,Tony Curtis,Joan O'Brien",5270
let the right one in,2008,"Horror,Drama",7.9,"Kåre Hedebrant,Lina Leandersson,Per Ragnar",5271
veronica mars,2014,"Comedy,Drama,Crime",6.8,"Kristen Bell,Jason Dohring,Enrico Colantoni",5272
pok mon 3 the movie spell of the unown,2000,"Adventure,Fantasy,Animation,Action,Family",5.9,"Veronica Taylor,Eric Stuart,Rica Matsumoto",5273
mr nice guy,1997,Comedy,5.6,"Mike MacDonald,Jan Smithers,Joe Silver",5274
the rugrats movie,1998,"Animation,Family,Comedy",5.9,"Elizabeth Daily,Christine Cavanaugh,Kath Soucie",5275
the station agent,2003,"Drama,Comedy",7.6,"Peter Dinklage,Patricia Clarkson,Bobby Cannavale",5276
this is 40,2012,Comedy,6.2,"Paul Rudd,Leslie Mann,Maude Apatow",5277
the last king of scotland,2006,Drama,7.7,"James McAvoy,Forest Whitaker,Gillian Anderson",5278
mary magdalene,2018,"Drama,History",5.8,"Rooney Mara,Joaquin Phoenix,Chiwetel Ejiofor",5279
adam s apples,2005,"Drama,Comedy,Crime",7.8,"Ulrich Thomsen,Mads Mikkelsen,Nicolas Bro",5280
gummo,1997,"Drama,Crime",6.8,"Nick Sutton,Jacob Sewell,Lara Tosh",5281
gilda,1946,"Drama,Romance,Thriller",7.7,"Rita Hayworth,Glenn Ford,George Macready",5282
analyze this,1999,"Comedy,Crime",6.7,"Robert De Niro,Billy Crystal,Lisa Kudrow",5283
a christmas story,1983,"Comedy,Family",7.9,"Peter Billingsley,Melinda Dillon,Darren McGavin",5284
machete kills,2013,"Action,Crime,Thriller",5.6,"Danny Trejo,Alexa PenaVega,Mel Gibson",5285
love and other disasters,2006,"Comedy,Romance",6.2,"Brittany Murphy,Matthew Rhys,Catherine Tate",5286
a separation,2011,"Crime,Thriller",5.6,"Ted Levine,Alycia Debnam-Carey,Brenton Thwaites",5287
roxanne,1987,Drama,6.2,"Chanté Adams,Nia Long,Mahershala Ali",5288
hard eight,1996,"Drama,Thriller",7.2,"Philip Baker Hall,John C. Reilly,Gwyneth Paltrow",5289
cat on a hot tin roof,1958,"Drama,Romance",8.0,"Elizabeth Taylor,Paul Newman,Burl Ives",5290
prey,2007,"Adventure,Horror,Thriller",4.7,"Bridget Moynahan,Peter Weller,Carly Schroeder",5291
planes trains and automobiles,1987,Comedy,7.6,"Steve Martin,John Candy,Laila Robins",5292
rogue warfare,2019,"Action,War",2.7,"Will Yun Lee,Jermaine Love,Rory Markham",5293
ginger snaps,2000,Horror,6.8,"Emily Perkins,Katharine Isabelle,Kris Lemche",5294
futurama the beast with a billion backs,2008,"Animation,Comedy,Fantasy,Science Fiction",7.2,"Billy West,Katey Sagal,John DiMaggio",5295
in a better world,2010,Drama,7.6,"Mikael Persbrandt,Trine Dyrholm,Markus Rygaard",5296
sexy movie,2003,Comedy,5.0,"Amber Ambrose,Dawn Arellano,Belinda Gavin",5297
the meyerowitz stories new and selected,2017,"Comedy,Drama",6.9,"Adam Sandler,Grace Van Patten,Dustin Hoffman",5298
everybody wants some,2016,Comedy,6.9,"Blake Jenner,Tyler Hoechlin,Ryan Guzman",5299
the young and prodigious t s spivet,2013,"Adventure,Drama,Family",7.1,"Helena Bonham Carter,Judy Davis,Callum Keith Rennie",5300
3 men and a baby,1987,"Family,Comedy",6.0,"Tom Selleck,Steve Guttenberg,Ted Danson",5301
the bodyguard,1992,"Thriller,Action,Drama,Music,Romance",6.3,"Kevin Costner,Whitney Houston,Gary Kemp",5302
arbitrage,2012,"Drama,Thriller",6.6,"Richard Gere,Susan Sarandon,Brit Marling",5303
fist of legend,1994,Action,7.5,"Jet Li,Shinobu Nakayama,Siu-Ho Chin",5304
the beverly hillbillies,1993,Comedy,5.0,"Diedrich Bader,Erika Eleniak,Jim Varney",5305
jiro dreams of sushi,2011,Documentary,7.9,"Jiro Ono,Yoshikazu Ono,Masuhiro Yamamoto",5306
nine queens,2000,Crime,7.9,"Ricardo Darín,Gastón Pauls,Graciela Tenenbaum",5307
shrink,2009,"Comedy,Drama",6.7,"Kevin Spacey,Mark Webber,Keke Palmer",5308
django,1966,"Drama,Western",8.4,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio",5309
the man who cried,2000,"Drama,Music,Romance,War",6.2,"Christina Ricci,Cate Blanchett,Oleg Yankovskiy",5310
celebrity,1998,"Drama,Comedy",6.3,"Kenneth Branagh,Judy Davis,Leonardo DiCaprio",5311
complete unknown,2016,"Drama,Mystery,Thriller",5.4,"Erin Darke,Rachel Weisz,Hansel Tan",5312
sea fever,2020,"Science Fiction,Horror,Thriller",5.7,"Hermione Corfield,Dag Malmberg,Jack Hickey",5313
ned kelly,2003,"Action,Adventure,Drama,History",6.5,"Heath Ledger,Orlando Bloom,Geoffrey Rush",5314
frances ha,2013,"Comedy,Drama",7.5,"Greta Gerwig,Mickey Sumner,Adam Driver",5315
albert nobbs,2011,Drama,6.7,"Glenn Close,Mia Wasikowska,Aaron Taylor-Johnson",5316
dog soldiers,2002,"Horror,Action,Thriller",6.8,"Sean Pertwee,Kevin McKidd,Emma Cleasby",5317
the vanishing,1988,"Thriller,Drama,Mystery",5.8,"Peter Mullan,Gerard Butler,Emma King",5318
batman year one,2011,"Action,Adventure,Animation,Crime,Mystery",7.4,"Bryan Cranston,Ben McKenzie,Eliza Dushku",5319
the personal history of david copperfield,2019,"Drama,Comedy",6.3,"Dev Patel,Hugh Laurie,Tilda Swinton",5320
