title,release_date,genre,imdb_rating,casts,movie_id
the shining,1980,"Horror,Thriller",8.4,"Jack Nicholson,Shelley Duvall,Danny Lloyd",238
the next three days,2010,"Romance,Drama,Thriller,Crime",7.4,"Russell Crowe,Elizabeth Banks,Liam Neeson",239
brave,2012,"Animation,Adventure,Comedy,Family,Action,Fantasy",7.1,"Kelly Macdonald,Billy Connolly,Emma Thompson",240
ip man 4 the finale,2019,"Action,Drama,History",7.1,"Donnie Yen,Scott Adkins,Danny Kwok-Kwan Chan",241
fight club,1999,Drama,8.8,"Brad Pitt,Edward Norton,Meat Loaf",242
a quiet place,2018,"Horror,Drama,Science Fiction",7.5,"Emily Blunt,John Krasinski,Millicent Simmonds",243
uncut gems,2019,"Crime,Thriller,Drama,Comedy",7.5,"Adam Sandler,Julia Fox,Idina Menzel",244
monsters inc,2001,"Animation,Comedy,Family",8.0,"Billy Crystal,John Goodman,Mary Gibbs",245
arrival,2016,"Drama,Science Fiction,Mystery",7.9,"Amy Adams,Jeremy Renner,Forest Whitaker",246
the shape of water,2017,"Drama,Fantasy,Romance",7.3,"Sally Hawkins,Octavia Spencer,Michael Shannon",247
abominable,2019,"Animation,Adventure,Comedy,Family",7.0,"Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor",248
maleficent,2014,"Fantasy,Adventure,Action,Family,Romance",7.0,"Angelina Jolie,Elle Fanning,Sharlto Copley",249
stargirl,2020,"Comedy,Drama,Romance",6.2,"Grace VanderWaal,Graham Verchere,Giancarlo Esposito",250
schindler s list,1993,"Drama,History,War",8.9,"Liam Neeson,Ralph Fiennes,Ben Kingsley",251
self less,2015,"Science Fiction,Mystery,Thriller",6.5,"Ryan Reynolds,Natalie Martinez,Matthew Goode",252
back to the future,1985,"Adventure,Comedy,Science Fiction,Family",8.5,"Michael J. Fox,Christopher Lloyd,Lea Thompson",253
coco,2017,"Animation,Family,Comedy,Adventure,Fantasy",8.4,"Anthony Gonzalez,Gael García Bernal,Benjamin Bratt",254
alien,1979,"Horror,Science Fiction",8.4,"Sigourney Weaver,Tom Skerritt,John Hurt",255
dolemite is my name,2019,"Drama,Comedy,History",7.3,"Eddie Murphy,Keegan-Michael Key,Mike Epps",256
i am legend,2007,"Drama,Horror,Action,Thriller,Science Fiction",7.2,"Will Smith,Alice Braga,Charlie Tahan",257
the nun,2018,"Horror,Mystery,Thriller",5.3,"Demián Bichir,Taissa Farmiga,Jonas Bloquet",258
pirates of the caribbean on stranger tides,2011,"Adventure,Action,Fantasy",6.6,"Johnny Depp,Penélope Cruz,Ian McShane",259
green book,2018,"Drama,Comedy",8.2,"Viggo Mortensen,Mahershala Ali,Linda Cardellini",260
shazam,2019,"Action,Comedy,Fantasy",7.1,"Zachary Levi,Mark Strong,Asher Angel",261
the mask,1994,"Romance,Comedy,Crime,Fantasy",6.9,"Jim Carrey,Cameron Diaz,Peter Riegert",262
the equalizer,2014,"Thriller,Action,Crime",7.2,"Denzel Washington,Marton Csokas,Chloë Grace Moretz",263
fantastic beasts and where to find them,2016,"Adventure,Family,Fantasy",7.3,"Eddie Redmayne,Katherine Waterston,Alison Sudol",264
the lighthouse,2019,"Drama,Fantasy,Mystery,Horror",7.6,"Robert Pattinson,Willem Dafoe,Valeriia Karaman",265
6 underground,2019,"Action,Thriller,Comedy",6.1,"Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo",266
batman v superman dawn of justice,2016,"Action,Adventure,Fantasy",6.4,"Ben Affleck,Henry Cavill,Amy Adams",267
after,2019,"Drama,Romance",5.4,"Josephine Langford,Hero Fiennes Tiffin,Khadijha Red Thunder",268
life of pi,2012,"Adventure,Drama,Action",7.9,"Suraj Sharma,Irrfan Khan,Adil Hussain",269
braveheart,1995,"Action,Drama,History,War",8.3,"Mel Gibson,Sophie Marceau,Patrick McGoohan",270
logan,2017,"Action,Drama,Science Fiction",8.1,"Hugh Jackman,Patrick Stewart,Dafne Keen",271
jurassic world,2015,"Action,Adventure,Science Fiction,Thriller",7.0,"Chris Pratt,Bryce Dallas Howard,Ty Simpkins",272
lady and the tramp,2019,"Romance,Comedy,Family",6.3,"Tessa Thompson,Justin Theroux,Sam Elliott",273
color out of space,2020,"Horror,Science Fiction",6.2,"Nicolas Cage,Joely Richardson,Madeleine Arthur",274
aquaman,2018,"Action,Adventure,Fantasy",7.0,"Jason Momoa,Amber Heard,Willem Dafoe",275
dr no,1962,"Adventure,Action,Thriller",7.2,"Sean Connery,Ursula Andress,Bernard Lee",276
rampage,2018,"Action,Adventure,Science Fiction,Fantasy",6.1,"Dwayne Johnson,Naomie Harris,Malin Akerman",277
insurgent,2015,"Action,Adventure,Science Fiction,Thriller",6.2,"Shailene Woodley,Ansel Elgort,Theo James",278
fifty shades freed,2018,"Drama,Romance",4.5,"Dakota Johnson,Jamie Dornan,Eric Johnson",279
doctor strange,2016,"Action,Adventure,Fantasy,Science Fiction",7.5,"Benedict Cumberbatch,Chiwetel Ejiofor,Rachel McAdams",280
exodus gods and kings,2014,"Adventure,Drama,Action",6.0,"Christian Bale,Joel Edgerton,Ben Kingsley",281
alien covenant,2017,"Horror,Science Fiction",6.4,"Michael Fassbender,Katherine Waterston,Billy Crudup",282
spectre,2015,"Action,Adventure,Thriller",6.8,"Daniel Craig,Christoph Waltz,Léa Seydoux",283
mad max fury road,2015,"Action,Adventure,Science Fiction",8.1,"Tom Hardy,Charlize Theron,Nicholas Hoult",284
beautiful creatures,2013,"Fantasy,Drama,Romance",6.1,"Alice Englert,Viola Davis,Emma Thompson",285
mission impossible fallout,2018,"Action,Adventure",7.7,"Tom Cruise,Henry Cavill,Ving Rhames",286
the twilight saga new moon,2009,"Adventure,Fantasy,Drama,Romance",4.7,"Kristen Stewart,Robert Pattinson,Taylor Lautner",287
pirates of the caribbean at world s end,2007,"Adventure,Fantasy,Action",7.1,"Johnny Depp,Orlando Bloom,Keira Knightley",288
inglourious basterds,2009,"Drama,Action,Thriller,War",8.3,"Brad Pitt,Diane Kruger,Eli Roth",289
bombshell,2019,Drama,6.8,"Charlize Theron,Nicole Kidman,Margot Robbie",290
kong skull island,2017,"Action,Adventure,Fantasy",6.6,"Tom Hiddleston,Samuel L. Jackson,Brie Larson",291
incredibles 2,2018,"Action,Adventure,Animation,Family",7.6,"Craig T. Nelson,Holly Hunter,Sarah Vowell",292
the invisible guest,2016,"Mystery,Crime,Thriller",8.1,"Mario Casas,Ana Wagener,Jose Coronado",293
i robot,2004,"Action,Science Fiction",7.1,"Will Smith,Bridget Moynahan,Bruce Greenwood",294
outbreak,1995,"Action,Drama,Science Fiction,Thriller",6.6,"Dustin Hoffman,Rene Russo,Morgan Freeman",295
saw,2004,"Horror,Mystery,Crime",7.6,"Cary Elwes,Leigh Whannell,Danny Glover",296
the purge,2013,"Science Fiction,Horror,Thriller",5.7,"Ethan Hawke,Lena Headey,Max Burkholder",297
indiana jones and the temple of doom,1984,"Adventure,Action",7.6,"Harrison Ford,Kate Capshaw,Ke Huy Quan",298
snow white and the seven dwarfs,1937,"Fantasy,Animation,Family",7.6,"Adriana Caselotti,Harry Stockwell,Lucille La Verne",299
marriage story,2019,Drama,8.0,"Adam Driver,Scarlett Johansson,Julia Greer",300
the final scream,2020,Horror,5.8,"Kate Lister,Marc Ozall,Becca Hirani",301
trolls,2016,"Adventure,Family,Comedy,Fantasy,Music,Animation",6.5,"Anna Kendrick,Justin Timberlake,Zooey Deschanel",302
am lie,2001,"Comedy,Romance",8.3,"Audrey Tautou,Mathieu Kassovitz,Rufus",303
dark waters,2019,"Drama,Thriller",7.6,"Mark Ruffalo,Anne Hathaway,Tim Robbins",304
toy story,1995,"Animation,Comedy,Family",8.3,"Tom Hanks,Tim Allen,Don Rickles",305
casino royale,2006,"Adventure,Action,Thriller",8.0,"Daniel Craig,Eva Green,Judi Dench",306
dumbo,2019,"Adventure,Family,Fantasy",6.3,"Colin Farrell,Michael Keaton,Danny DeVito",307
midsommar,2019,"Horror,Drama,Mystery",7.1,"Florence Pugh,Jack Reynor,Vilhelm Blomgren",308
wonder woman,2017,"Action,Adventure,Fantasy",7.4,"Gal Gadot,Chris Pine,Robin Wright",309
call me by your name,2017,"Romance,Drama",7.9,"Armie Hammer,Timothée Chalamet,Michael Stuhlbarg",310
the matrix revolutions,2003,"Adventure,Action,Thriller,Science Fiction",6.8,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",311
iron man 3,2013,"Action,Adventure,Science Fiction",7.2,"Robert Downey Jr.,Guy Pearce,Gwyneth Paltrow",312
airplane,1980,Comedy,7.7,"Robert Hays,Julie Hagerty,Leslie Nielsen",313
jumanji welcome to the jungle,2017,"Action,Adventure,Comedy,Fantasy",6.9,"Dwayne Johnson,Karen Gillan,Kevin Hart",314
hercules,2014,"Action,Adventure",6.0,"Dwayne Johnson,John Hurt,Ian McShane",315
47 meters down uncaged,2019,Horror,5.0,"Sophie Nélisse,Corinne Foxx,Brianne Tju",316
jurassic galaxy,2018,"Science Fiction,Action,Adventure",2.3,"Ryan Budds,Doug Burch,Eric Paul Erickson",317
the panti sisters,2019,"Comedy,Drama,Romance",6.1,"Paolo Ballesteros,Martin del Rosario,Christian Bables",318
ponyo,2008,"Animation,Family",7.7,"Cate Blanchett,Matt Damon,Liam Neeson",319
the flu,2013,"Documentary,History",7.3,"Christopher Eccleston,Wendy Barclay,Catharine Arnold",320
hustlers,2019,"Drama,Comedy,Crime",6.3,"Constance Wu,Jennifer Lopez,Julia Stiles",321
world war z,2013,"Action,Drama,Horror,Science Fiction,Thriller",7.0,"Brad Pitt,Mireille Enos,Daniella Kertesz",322
skyfall,2012,"Action,Adventure,Thriller",7.7,"Daniel Craig,Javier Bardem,Naomie Harris",323
the keeper of lost causes,2013,"Thriller,Mystery,Crime",7.2,"Nikolaj Lie Kaas,Per Scheel Krüger,Troels Lyby",324
crawl,2019,"Thriller,Horror,Drama",6.2,"Kaya Scodelario,Barry Pepper,Morfydd Clark",325
close encounters of the third kind,1977,"Science Fiction,Drama",7.6,"Richard Dreyfuss,François Truffaut,Teri Garr",326
the matrix reloaded,2003,"Adventure,Action,Thriller,Science Fiction",7.2,"Keanu Reeves,Laurence Fishburne,Carrie-Anne Moss",327
the golden voyage of sinbad,1973,"Action,Adventure,Drama,Fantasy",6.8,"John Phillip Law,Caroline Munro,Tom Baker",328
sniper ultimate kill,2017,"Action,Drama,Thriller",5.6,"Chad Michael Collins,Danay Garcia,Billy Zane",329
6 below miracle on the mountain,2017,"Thriller,Drama",5.7,"Josh Hartnett,Mira Sorvino,Sarah Dumont",330
camp cold brook,2020,Horror,5.0,"Chad Michael Murray,Danielle Harris,Courtney Gains",331
get out,2017,"Mystery,Thriller,Horror",7.7,"Daniel Kaluuya,Allison Williams,Bradley Whitford",332
rogue one a star wars story,2016,"Action,Adventure,Science Fiction",7.8,"Felicity Jones,Diego Luna,Alan Tudyk",333
princess mononoke,1997,"Adventure,Fantasy,Animation",8.4,"Yôji Matsuda,Yuriko Ishida,Yûko Tanaka",334
se7en,1995,"Crime,Mystery,Thriller",8.6,"Morgan Freeman,Brad Pitt,Kevin Spacey",335
the fifth element,1997,"Adventure,Fantasy,Action,Thriller,Science Fiction",7.7,"Bruce Willis,Milla Jovovich,Gary Oldman",336
the last summer,2019,"Comedy,Romance",5.6,"K.J. Apa,Maia Mitchell,Norman Johnson Jr.",337
blade trinity,2004,"Science Fiction,Action,Horror,Thriller,Adventure,Fantasy",5.9,"Wesley Snipes,Kris Kristofferson,Parker Posey",338
man of steel,2013,"Action,Adventure,Fantasy,Science Fiction",7.0,"Henry Cavill,Amy Adams,Michael Shannon",339
angels demons,2009,"Thriller,Mystery",6.7,"Tom Hanks,Ewan McGregor,Ayelet Zurer",340
a star is born,2018,"Drama,Romance,Music",7.7,"Lady Gaga,Bradley Cooper,Sam Elliott",341
cats,2019,"Fantasy,Comedy,Drama",2.7,"James Corden,Judi Dench,Jason Derulo",342
olympus has fallen,2013,"Action,Thriller",6.5,"Gerard Butler,Aaron Eckhart,Morgan Freeman",343
the perfect date,2019,"Romance,Comedy",5.8,"Noah Centineo,Laura Marano,Odiseas Georgiadis",344
toy story 3,2010,"Animation,Family,Comedy",8.3,"Tom Hanks,Tim Allen,Joan Cusack",345
raiders of the lost ark,1981,"Adventure,Action",8.4,"Harrison Ford,Karen Allen,Paul Freeman",346
bumblebee,2018,"Action,Adventure,Science Fiction",6.8,"Hailee Steinfeld,Jorge Lendeborg Jr.,John Cena",347
the shack,2017,"Drama,Fantasy",6.3,"Sam Worthington,Octavia Spencer,Tim McGraw",348
the meg,2018,"Action,Science Fiction,Horror",5.7,"Jason Statham,Bingbing Li,Rainn Wilson",349
the hunger games mockingjay part 2,2015,"Action,Adventure,Science Fiction",6.5,"Jennifer Lawrence,Josh Hutcherson,Liam Hemsworth",350
star wars episode iii revenge of the sith,2005,"Science Fiction,Adventure,Action",7.5,"Hayden Christensen,Natalie Portman,Ewan McGregor",351
night at the museum secret of the tomb,2014,"Adventure,Comedy,Fantasy,Family",6.2,"Ben Stiller,Robin Williams,Owen Wilson",352
american pie presents the naked mile,2006,Comedy,5.1,"John White,Eugene Levy,Maria Ricossa",353
dilwale dulhania le jayenge,1995,"Comedy,Drama,Romance",8.1,"Shah Rukh Khan,Kajol,Amrish Puri",354
men in black international,2019,"Comedy,Science Fiction",5.6,"Chris Hemsworth,Tessa Thompson,Kumail Nanjiani",355
kingsman the golden circle,2017,"Action,Adventure,Comedy",6.7,"Taron Egerton,Colin Firth,Mark Strong",356
the interview,2014,"Action,Comedy",6.5,"James Franco,Seth Rogen,Randall Park",357
forrest gump,1994,"Comedy,Drama,Romance",8.8,"Tom Hanks,Robin Wright,Gary Sinise",358
dunkirk,2017,"War,Action,Drama",7.9,"Fionn Whitehead,Barry Keoghan,Mark Rylance",359
block z,2020,"Action,Horror,Thriller",6.4,"Julia Barretto,Joshua Garcia,Ian Veneracion",360
kiss and kill,2017,"Mystery,Thriller",2.6,"Kira Noir,Kyle Knies,Megan Medellin",361
how to train your dragon 2,2014,"Fantasy,Action,Adventure,Animation,Comedy,Family",7.8,"Jay Baruchel,Cate Blanchett,Gerard Butler",362
lady bird,2017,"Drama,Comedy",7.4,"Saoirse Ronan,Laurie Metcalf,Tracy Letts",363
the kissing booth,2018,"Romance,Comedy",6.0,"Joey King,Jacob Elordi,Joel Courtney",364
the hangover,2009,Comedy,7.7,"Zach Galifianakis,Bradley Cooper,Justin Bartha",365
saekano how to raise a boring girlfriend fine,2019,Animation,6.5,"Yoshitsugu Matsuoka,Kiyono Yasuno,Ai Kayano",366
the devil wears prada,2006,"Comedy,Drama,Romance",6.9,"Anne Hathaway,Meryl Streep,Adrian Grenier",367
ralph breaks the internet,2018,"Family,Animation,Comedy,Adventure",7.1,"John C. Reilly,Sarah Silverman,Gal Gadot",368
despicable me,2010,"Animation,Family",7.6,"Steve Carell,Jason Segel,Russell Brand",369
the dark knight rises,2012,"Action,Crime,Drama,Thriller",8.4,"Christian Bale,Tom Hardy,Anne Hathaway",370
sing,2016,"Animation,Comedy,Drama,Family",7.1,"Matthew McConaughey,Reese Witherspoon,Seth MacFarlane",371
descendants 3,2019,"Family,TV Movie,Music,Adventure",6.7,"Dove Cameron,Cameron Boyce,Sofia Carson",372
red sparrow,2018,"Mystery,Thriller",6.6,"Jennifer Lawrence,Joel Edgerton,Matthias Schoenaerts",373
the boy in the striped pyjamas,2008,"War,Drama",7.8,"Asa Butterfield,David Thewlis,Rupert Friend",374
the november man,2014,"Crime,Action,Thriller",6.3,"Pierce Brosnan,Luke Bracey,Olga Kurylenko",375
alice in wonderland,1951,"Family,Fantasy,Adventure",6.4,"Mia Wasikowska,Johnny Depp,Helena Bonham Carter",376
despicable me 2,2013,"Animation,Comedy,Family",7.3,"Steve Carell,Kristen Wiig,Benjamin Bratt",377
lucy,2014,"Action,Science Fiction",6.4,"Scarlett Johansson,Morgan Freeman,Min-sik Choi",378
cold pursuit,2019,"Action,Crime,Thriller",6.2,"Liam Neeson,Laura Dern,Micheál Richardson",379
quantum of solace,2008,"Adventure,Action,Thriller,Crime",6.6,"Daniel Craig,Olga Kurylenko,Mathieu Amalric",380
the secret life of pets 2,2019,"Adventure,Animation,Comedy,Family",6.5,"Patton Oswalt,Kevin Hart,Harrison Ford",381
ratatouille,2007,"Animation,Comedy,Family,Fantasy",8.0,"Brad Garrett,Lou Romano,Patton Oswalt",382
the circle,2017,"Drama,Thriller,Science Fiction",5.3,"Emma Watson,Tom Hanks,John Boyega",383
predator,1987,"Science Fiction,Action,Adventure,Thriller",7.8,"Arnold Schwarzenegger,Carl Weathers,Kevin Peter Hall",384
goldeneye,1995,"Adventure,Action,Thriller",7.2,"Pierce Brosnan,Sean Bean,Izabella Scorupco",385
fantasy island,2020,"Adventure,Fantasy,Horror",4.9,"Michael Peña,Maggie Q,Lucy Hale",386
2001 a space odyssey,1968,"Science Fiction,Mystery,Adventure",8.3,"Keir Dullea,Gary Lockwood,William Sylvester",387
bruce almighty,2003,"Fantasy,Comedy",6.8,"Jim Carrey,Jennifer Aniston,Morgan Freeman",388
goldfinger,1964,"Adventure,Action,Thriller",7.7,"Sean Connery,Gert Fröbe,Honor Blackman",389
django unchained,2012,"Drama,Western",8.4,"Jamie Foxx,Christoph Waltz,Leonardo DiCaprio",390
the transporter refueled,2015,"Thriller,Action,Crime",5.2,"Ed Skrein,Loan Chabanol,Ray Stevenson",391
the expendables,2010,"Thriller,Adventure,Action",6.5,"Sylvester Stallone,Jason Statham,Jet Li",392
memento,2000,"Mystery,Thriller",8.4,"Guy Pearce,Carrie-Anne Moss,Joe Pantoliano",393
the grand budapest hotel,2014,"Comedy,Drama",8.1,"Ralph Fiennes,F. Murray Abraham,Mathieu Amalric",394
mamu and a mother too,2018,unknown,7.3,"Iyah Mina,EJ Jallorina,Arron Villaflor",395
guardians of the galaxy,2014,"Action,Adventure,Comedy,Science Fiction",7.6,"Chris Pratt,Zoe Saldana,Dave Bautista",396
inferno,2016,Romance,6.1,"Melanie Zanetti,Giulio Berruti,James Andrew Fraser",397
gattaca,1997,"Thriller,Science Fiction,Mystery,Romance",7.8,"Ethan Hawke,Uma Thurman,Jude Law",398
edward scissorhands,1990,"Fantasy,Drama,Romance",7.9,"Johnny Depp,Winona Ryder,Dianne Wiest",399
child 44,2015,"Crime,Thriller",6.5,"Tom Hardy,Gary Oldman,Noomi Rapace",400
dracula untold,2014,"Horror,Action,Drama,Fantasy,War",6.3,"Luke Evans,Dominic Cooper,Sarah Gadon",401
borg vs mcenroe,2017,"Drama,History",6.9,"Sverrir Gudnason,Shia LaBeouf,Stellan Skarsgård",402
transformers age of extinction,2014,"Science Fiction,Action,Adventure",5.6,"Mark Wahlberg,Nicola Peltz,Jack Reynor",403
us,2019,"Thriller,Horror,Mystery",6.9,"Lupita Nyong'o,Winston Duke,Elisabeth Moss",404
the departed,2006,"Drama,Thriller,Crime",8.5,"Leonardo DiCaprio,Matt Damon,Jack Nicholson",405
the twilight saga breaking dawn part 1,2011,"Adventure,Fantasy,Romance",4.9,"Kristen Stewart,Robert Pattinson,Taylor Lautner",406
la la land,2016,"Comedy,Drama,Romance,Music",8.0,"Ryan Gosling,Emma Stone,Rosemarie DeWitt",407
lady and the tramp,1955,"Romance,Comedy,Family",6.3,"Tessa Thompson,Justin Theroux,Sam Elliott",408
spider man,2002,"Fantasy,Action",7.3,"Tobey Maguire,Kirsten Dunst,Willem Dafoe",409
the jungle book,2016,"Adventure,Drama,Family,Fantasy",7.4,"Neel Sethi,Bill Murray,Ben Kingsley",410
die hard,1988,"Action,Thriller",8.2,"Bruce Willis,Alan Rickman,Bonnie Bedelia",411
the good the bad and the ugly,1966,Western,8.8,"Clint Eastwood,Eli Wallach,Lee Van Cleef",412
red,2010,"Action,Adventure,Comedy,Crime,Thriller",7.0,"Bruce Willis,Helen Mirren,Morgan Freeman",413
suburbicon,2017,"Thriller,Crime,Drama,Mystery",5.7,"Matt Damon,Julianne Moore,Oscar Isaac",414
the twilight saga breaking dawn part 2,2012,"Adventure,Fantasy,Drama,Romance",5.5,"Kristen Stewart,Robert Pattinson,Taylor Lautner",415
gladiator,2000,"Action,Drama,Adventure",8.5,"Russell Crowe,Joaquin Phoenix,Connie Nielsen",416
prometheus,2012,"Science Fiction,Adventure,Mystery",7.0,"Noomi Rapace,Logan Marshall-Green,Michael Fassbender",417
me before you,2016,"Drama,Romance",7.4,"Emilia Clarke,Sam Claflin,Janet McTeer",418
lupinranger vs patranger vs kyuranger,2019,"Action,Adventure,Science Fiction,Crime",7.0,"Asahi Itou,Shogou Hama,Haruka Kudo",419
insidious the last key,2018,"Mystery,Horror,Thriller",5.7,"Lin Shaye,Leigh Whannell,Angus Sampson",420
richard jewell,2019,"Drama,Crime",7.5,"Paul Walter Hauser,Sam Rockwell,Brandon Stanley",421
tomb raider,2018,"Action,Adventure,Fantasy",6.3,"Alicia Vikander,Dominic West,Walton Goggins",422
mission impossible ghost protocol,2011,"Action,Thriller,Adventure",7.4,"Tom Cruise,Jeremy Renner,Simon Pegg",423
taken 3,2014,"Thriller,Action",6.0,"Liam Neeson,Forest Whitaker,Maggie Grace",424
ted 2,2015,Comedy,6.3,"Mark Wahlberg,Seth MacFarlane,Amanda Seyfried",425
rambo first blood part ii,1985,"Action,Adventure,Thriller,War",6.5,"Sylvester Stallone,Richard Crenna,Charles Napier",426
pirates of the caribbean dead men tell no tales,2017,"Adventure,Action,Fantasy,Comedy",6.6,"Johnny Depp,Geoffrey Rush,Javier Bardem",427
ne zha,2019,"Animation,Fantasy,Comedy",7.5,"Yanting Lü,Joseph,Mo Han",428
resistance,2020,"Drama,History,War",6.1,"Jesse Eisenberg,Clémence Poésy,Matthias Schweighöfer",429
maze runner the scorch trials,2015,"Action,Science Fiction,Thriller",6.3,"Dylan O'Brien,Kaya Scodelario,Thomas Brodie-Sangster",430
bad boys ii,2003,"Adventure,Action,Comedy,Thriller,Crime",6.6,"Will Smith,Martin Lawrence,Gabrielle Union",431
star trek,2009,"Science Fiction,Action,Adventure",7.9,"Chris Pine,Zachary Quinto,Simon Pegg",432
jupiter ascending,2015,"Science Fiction,Fantasy,Action,Adventure",5.3,"Channing Tatum,Mila Kunis,Eddie Redmayne",433
horrible bosses 2,2014,Comedy,6.3,"Jason Bateman,Jason Sudeikis,Charlie Day",434
terminator 3 rise of the machines,2003,"Action,Thriller,Science Fiction",6.3,"Arnold Schwarzenegger,Nick Stahl,Kristanna Loken",435
furious 7,2015,"Action,Thriller",7.1,"Vin Diesel,Paul Walker,Dwayne Johnson",436
dora and the lost city of gold,2019,"Adventure,Comedy,Family",6.0,"Isabela Merced,Eugenio Derbez,Michael Peña",437
an officer and a spy,2019,"Drama,History,Thriller",7.2,"Jean Dujardin,Louis Garrel,Emmanuelle Seigner",438
